Referencia_Pedido;Fecha_Pedido;Fecha_Entrega;Fecha_Prevista;Fecha_Pago;Cliente;Vendedor;Equipo_Ventas;Subtotal;Impuestos;Total;Estado_Pedido;Estado_Factura;Cantidad
SO747;28/07/2020;9/08/2020;11/08/2020;4/09/2020;Cliente8;Angelica;Equipo Oriente;38657000;7344830;46001830;Pedido de venta;Facturado;17980
SO577;29/07/2020;12/08/2020;9/08/2020;8/09/2020;Cliente8;Angelica;Equipo Oriente;25993500;4938765;30932265;Pedido de venta;Facturado;12090
SO748;30/07/2020;12/08/2020;14/08/2020;3/09/2020;Cliente12;Ricardo;Equipo Sur;25750550;4892605;30643155;Pedido de venta;Facturado;11977
SO578;31/07/2020;20/08/2020;11/08/2020;13/08/2020;Cliente12;Ricardo;Equipo Sur;32639150;6201439;38840589;Pedido de venta;Facturado;15181
SO749;1/08/2020;19/08/2020;10/08/2020;9/09/2020;Cliente7;Ricardo;Equipo Sur;82579350;15690077;98269427;Pedido de venta;Facturado;38409
SO579;2/08/2020;16/08/2020;13/08/2020;28/09/2020;Cliente7;Ricardo;Equipo Sur;51694600;9821974;61516574;Pedido de venta;Facturado;24044
SO750;3/08/2020;19/08/2020;16/08/2020;5/09/2020;Cliente10;Angelica;Equipo Oriente;18122350;3443247;21565597;Pedido de venta;Facturado;8429
SO580;4/08/2020;16/08/2020;12/08/2020;19/09/2020;Cliente10;Angelica;Equipo Oriente;122251150;23227719;145478869;Pedido de venta;Facturado;56861
SO751;5/08/2020;21/08/2020;19/08/2020;15/08/2020;Cliente2;Angelica;Equipo Oriente;46659300;8865267;55524567;Pedido de venta;Facturado;21702
SO581;6/08/2020;17/08/2020;14/08/2020;30/09/2020;Cliente2;Angelica;Equipo Oriente;118686450;22550426;141236876;Pedido de venta;Facturado;55203
SO752;7/08/2020;20/08/2020;20/08/2020;8/09/2020;Cliente3;Ricardo;Equipo Sur;26758900;5084191;31843091;Pedido de venta;Facturado;12446
SO582;8/08/2020;26/08/2020;23/08/2020;6/10/2020;Cliente3;Ricardo;Equipo Sur;127985200;24317188;152302388;Pedido de venta;Facturado;59528
SO753;9/08/2020;22/08/2020;21/08/2020;5/09/2020;Cliente13;Enrique;Equipo Sur;44591000;8472290;53063290;Pedido de venta;Facturado;20740
SO583;10/08/2020;29/08/2020;25/08/2020;9/10/2020;Cliente13;Enrique;Equipo Sur;9997500;1899525;11897025;Pedido de venta;Facturado;4650
SO754;11/08/2020;26/08/2020;19/08/2020;22/08/2020;Cliente15;Julian;Equipo Centro;16610900;3156071;19766971;Pedido de venta;Facturado;7726
SO584;12/08/2020;24/08/2020;23/08/2020;11/09/2020;Cliente2;Ricardo;Equipo Sur;12857000;2442830;15299830;Pedido de venta;Facturado;5980
SO755;13/08/2020;29/08/2020;21/08/2020;29/08/2020;Cliente6;Ricardo;Equipo Sur;21781650;4138514;25920164;Pedido de venta;Facturado;10131
SO585;14/08/2020;3/09/2020;28/08/2020;7/10/2020;Cliente1;Lina;Equipo Especial;10145850;1927712;12073562;Pedido de venta;Facturado;4719
SO756;15/08/2020;4/09/2020;27/08/2020;16/09/2020;Cliente2;Julian;Equipo Centro;34107600;6480444;40588044;Pedido de venta;Facturado;15864
SO586;16/08/2020;28/08/2020;26/08/2020;8/09/2020;Cliente10;Diana;Equipo Sur;31127700;5914263;37041963;Pedido de venta;Facturado;14478
SO757;17/08/2020;1/09/2020;30/08/2020;18/09/2020;Cliente2;Nathalie;Equipo Oriente;11640100;2211619;13851719;Pedido de venta;Facturado;5414
SO587;18/08/2020;2/09/2020;27/08/2020;11/09/2020;Cliente15;Julian;Equipo Centro;11440150;2173629;13613779;Pedido de venta;Facturado;5321
SO758;19/08/2020;8/09/2020;30/08/2020;23/09/2020;Cliente6;Lina;Equipo Especial;12523750;2379513;14903263;Pedido de venta;Facturado;5825
SO588;20/08/2020;3/09/2020;29/08/2020;5/10/2020;Cliente6;Ricardo;Equipo Sur;43733150;8309299;52042449;Pedido de venta;Facturado;20341
SO759;21/08/2020;8/09/2020;31/08/2020;15/10/2020;Cliente7;Fabian;Equipo Sur;21179650;4024134;25203784;Pedido de venta;Facturado;9851
SO589;22/08/2020;10/09/2020;4/09/2020;17/09/2020;Cliente2;Julian;Equipo Centro;17408550;3307625;20716175;Pedido de venta;Facturado;8097
SO760;23/08/2020;8/09/2020;2/09/2020;21/09/2020;Cliente4;Lina;Equipo Especial;26763200;5085008;31848208;Pedido de venta;Facturado;12448
SO590;24/08/2020;10/09/2020;6/09/2020;11/09/2020;Cliente2;Nathalie;Equipo Oriente;25554900;4855431;30410331;Pedido de venta;Facturado;11886
SO761;25/08/2020;8/09/2020;5/09/2020;6/10/2020;Cliente9;Lina;Equipo Especial;28218750;5361563;33580313;Pedido de venta;Facturado;13125
SO591;26/08/2020;10/09/2020;5/09/2020;20/10/2020;Cliente6;Lina;Equipo Especial;26055850;4950612;31006462;Pedido de venta;Facturado;12119
SO762;27/08/2020;8/09/2020;5/09/2020;20/10/2020;Cliente4;Julian;Equipo Centro;22620150;4297829;26917979;Pedido de venta;Facturado;10521
SO592;28/08/2020;10/09/2020;5/09/2020;8/09/2020;Cliente7;Fabian;Equipo Sur;58103750;11039713;69143463;Pedido de venta;Facturado;27025
SO763;29/08/2020;13/09/2020;9/09/2020;30/09/2020;Cliente7;Ricardo;Equipo Sur;19152200;3638918;22791118;Pedido de venta;Facturado;8908
SO593;30/08/2020;16/09/2020;13/09/2020;30/09/2020;Cliente4;Lina;Equipo Especial;35219150;6691639;41910789;Pedido de venta;Facturado;16381
SO764;31/08/2020;20/09/2020;9/09/2020;12/09/2020;Cliente2;Jorge;Equipo Centro;34030200;6465738;40495938;Pedido de venta;Facturado;15828
SO594;1/09/2020;15/09/2020;12/09/2020;11/10/2020;Cliente9;Lina;Equipo Especial;25821500;4906085;30727585;Pedido de venta;Facturado;12010
SO765;2/09/2020;16/09/2020;15/09/2020;23/09/2020;Cliente6;Angelica;Equipo Oriente;38818250;7375468;46193718;Pedido de venta;Facturado;18055
SO595;3/09/2020;21/09/2020;11/09/2020;16/10/2020;Cliente4;Julian;Equipo Centro;81818250;15545468;97363718;Pedido de venta;Facturado;38055
SO766;4/09/2020;23/09/2020;13/09/2020;11/10/2020;Cliente18;Julian;Equipo Centro;40252300;7647937;47900237;Pedido de venta;Facturado;18722
SO596;5/09/2020;25/09/2020;15/09/2020;13/09/2020;Cliente7;Ricardo;Equipo Sur;62227450;11823216;74050666;Pedido de venta;Facturado;28943
SO767;6/09/2020;22/09/2020;15/09/2020;30/09/2020;Cliente8;Angelica;Equipo Oriente;32566050;6187550;38753600;Pedido de venta;Facturado;15147
SO597;7/09/2020;24/09/2020;17/09/2020;18/10/2020;Cliente2;Jorge;Equipo Centro;38272150;7271709;45543859;Pedido de venta;Facturado;17801
SO768;8/09/2020;23/09/2020;21/09/2020;23/10/2020;Cliente12;Ricardo;Equipo Sur;30693400;5831746;36525146;Pedido de venta;Facturado;14276
SO598;9/09/2020;22/09/2020;18/09/2020;12/10/2020;Cliente6;Angelica;Equipo Oriente;21564500;4097255;25661755;Pedido de venta;Facturado;10030
SO769;10/09/2020;20/09/2020;21/09/2020;2/10/2020;Cliente7;Ricardo;Equipo Sur;24236950;4605021;28841971;Pedido de venta;Facturado;11273
SO599;11/09/2020;30/09/2020;21/09/2020;7/10/2020;Cliente18;Julian;Equipo Centro;33284150;6323989;39608139;Pedido de venta;Facturado;15481
SO770;12/09/2020;1/10/2020;26/09/2020;23/09/2020;Cliente10;Angelica;Equipo Oriente;21431200;4071928;25503128;Pedido de venta;Facturado;9968
SO600;13/09/2020;2/10/2020;27/09/2020;17/10/2020;Cliente8;Angelica;Equipo Oriente;26793300;5090727;31884027;Pedido de venta;Facturado;12462
SO771;14/09/2020;28/09/2020;25/09/2020;;Cliente2;Angelica;Equipo Oriente;16714100;3175679;19889779;Pedido de venta;Facturado;7774
SO601;15/09/2020;4/10/2020;29/09/2020;15/10/2020;Cliente12;Ricardo;Equipo Sur;31508250;5986568;37494818;Pedido de venta;Facturado;14655
SO772;16/09/2020;2/10/2020;29/09/2020;28/10/2020;Cliente3;Ricardo;Equipo Sur;30102150;5719409;35821559;Pedido de venta;Facturado;14001
SO602;17/09/2020;28/09/2020;25/09/2020;25/09/2020;Cliente7;Ricardo;Equipo Sur;32796100;6231259;39027359;Pedido de venta;Facturado;15254
SO773;18/09/2020;5/10/2020;2/10/2020;1/10/2020;Cliente13;Enrique;Equipo Sur;21070000;4003300;25073300;Pedido de venta;Facturado;9800
SO603;19/09/2020;5/10/2020;1/10/2020;;Cliente10;Angelica;Equipo Oriente;26763200;5085008;31848208;Pedido de venta;Facturado;12448
SO774;20/09/2020;3/10/2020;3/10/2020;8/10/2020;Cliente2;Jorge;Equipo Centro;68931150;13096919;82028069;Pedido de venta;Facturado;32061
SO604;21/09/2020;7/10/2020;2/10/2020;13/10/2020;Cliente2;Angelica;Equipo Oriente;34217250;6501278;40718528;Pedido de venta;Facturado;15915
SO775;22/09/2020;7/10/2020;3/10/2020;6/10/2020;Cliente6;Angelica;Equipo Oriente;26219250;4981658;31200908;Pedido de venta;Facturado;12195
SO605;23/09/2020;3/10/2020;7/10/2020;1/10/2020;Cliente3;Ricardo;Equipo Sur;19461800;3697742;23159542;Pedido de venta;Facturado;9052
SO776;24/09/2020;9/10/2020;8/10/2020;9/10/2020;Cliente18;Julian;Equipo Centro;21252750;4038023;25290773;Pedido de venta;Facturado;9885
SO606;25/09/2020;14/10/2020;8/10/2020;27/10/2020;Cliente13;Enrique;Equipo Sur;20880800;3967352;24848152;Pedido de venta;Facturado;9712
SO777;26/09/2020;11/10/2020;5/10/2020;6/10/2020;Cliente8;Angelica;Equipo Oriente;32204850;6118922;38323772;Pedido de venta;Facturado;14979
SO607;27/09/2020;9/10/2020;9/10/2020;;Cliente2;Ricardo;Equipo Sur;16802250;3192428;19994678;Pedido de venta;Facturado;7815
SO778;28/09/2020;9/10/2020;10/10/2020;;Cliente12;Ricardo;Equipo Sur;55970950;10634481;66605431;Pedido de venta;Facturado;26033
SO608;29/09/2020;9/10/2020;8/10/2020;;Cliente15;Lina;Equipo Especial;36928400;7016396;43944796;Pedido de venta;Facturado;17176
SO779;30/09/2020;20/10/2020;9/10/2020;;Cliente7;Ricardo;Equipo Sur;28521900;5419161;33941061;Pedido de venta;Facturado;13266
SO609;1/10/2020;18/10/2020;9/10/2020;;Cliente2;Angelica;Equipo Oriente;33800150;6422029;40222179;Pedido de venta;Facturado;15721
SO780;2/10/2020;20/10/2020;15/10/2020;;Cliente10;Angelica;Equipo Oriente;41718600;7926534;49645134;Pedido de venta;Facturado;19404
SO610;3/10/2020;21/10/2020;18/10/2020;;Cliente2;Diana;Equipo Sur;14998400;2849696;17848096;Pedido de venta;Facturado;6976
SO781;4/10/2020;18/10/2020;17/10/2020;23/10/2020;Cliente2;Angelica;Equipo Oriente;25567800;4857882;30425682;Pedido de venta;Facturado;11892
SO611;5/10/2020;20/10/2020;19/10/2020;14/10/2020;Cliente7;Yeny;Equipo Centro;79395200;15085088;94480288;Pedido de venta;Facturado;36928
SO782;6/10/2020;26/10/2020;19/10/2020;28/10/2020;Cliente3;Ricardo;Equipo Sur;38951550;7400795;46352345;Pedido de venta;Facturado;18117
SO612;7/10/2020;17/10/2020;16/10/2020;;Cliente2;Carlos;Equipo Oriente;20704500;3933855;24638355;Pedido de venta;Facturado;9630
SO783;8/10/2020;24/10/2020;20/10/2020;;Cliente13;Enrique;Equipo Sur;56330000;10702700;67032700;Pedido de venta;Facturado;26200
SO613;9/10/2020;27/10/2020;17/10/2020;;Cliente1;Lina;Equipo Especial;47401050;9006200;56407250;Pedido de venta;Facturado;22047
SO784;10/10/2020;22/10/2020;21/10/2020;;Cliente7;Ricardo;Equipo Sur;28939000;5498410;34437410;Pedido de venta;Facturado;13460
SO614;11/10/2020;29/10/2020;23/10/2020;29/10/2020;Cliente10;Lina;Equipo Especial;59748500;11352215;71100715;Pedido de venta;Facturado;27790
SO785;12/10/2020;26/10/2020;21/10/2020;25/10/2020;Cliente2;Jorge;Equipo Centro;54405750;10337093;64742843;Pedido de venta;Facturado;25305
SO615;13/10/2020;24/10/2020;21/10/2020;30/10/2020;Cliente15;Angelica;Equipo Oriente;25763450;4895056;30658506;Pedido de venta;Facturado;11983
SO786;14/10/2020;28/10/2020;24/10/2020;;Cliente6;Angelica;Equipo Oriente;26692250;5071528;31763778;Pedido de venta;Facturado;12415
SO616;15/10/2020;31/10/2020;24/10/2020;;Cliente6;Ricardo;Equipo Sur;45749850;8692472;54442322;Pedido de venta;Facturado;21279
SO787;16/10/2020;;31/10/2020;;Cliente18;Julian;Equipo Centro;30160200;5730438;35890638;Pedido de venta;Facturado;14028
SO617;17/10/2020;;27/10/2020;;Cliente2;Ricardo;Equipo Sur;35055750;6660593;41716343;Pedido de venta;Facturado;16305
SO788;18/10/2020;;28/10/2020;;Cliente8;Angelica;Equipo Oriente;52859900;10043381;62903281;Pedido de venta;Facturado;24586
SO618;19/10/2020;;2/11/2020;;Cliente2;Enrique;Equipo Sur;135185550;25685255;160870805;Pedido de venta;Facturado;62877
SO789;20/10/2020;;4/11/2020;;Cliente12;Ricardo;Equipo Sur;27165250;5161398;32326648;Pedido de venta;Facturado;12635
SO619;21/10/2020;;30/10/2020;;Cliente6;David;Equipo Especial;17582700;3340713;20923413;Pedido de venta;Facturado;8178
SO790;22/10/2020;;30/10/2020;;Cliente7;Ricardo;Equipo Sur;110660500;21025495;131685995;Pedido de venta;Facturado;51470
SO620;23/10/2020;;1/11/2020;;Cliente7;Enrique;Equipo Sur;37730350;7168767;44899117;Pedido de venta;Facturado;17549
SO791;24/10/2020;;8/11/2020;;Cliente10;Angelica;Equipo Oriente;26750300;5082557;31832857;Pedido de venta;Facturado;12442
SO621;25/10/2020;;9/11/2020;;Cliente4;Lina;Equipo Especial;141411950;26868271;168280221;Pedido de venta;Facturado;65773
SO792;26/10/2020;;5/11/2020;;Cliente2;Angelica;Equipo Oriente;32372550;6150785;38523335;Pedido de venta;Facturado;15057
SO622;27/10/2020;;8/11/2020;;Cliente9;Lina;Equipo Especial;48768450;9266006;58034456;Pedido de venta;Facturado;22683
SO793;28/10/2020;;10/11/2020;;Cliente3;Ricardo;Equipo Sur;35631950;6770071;42402021;Pedido de venta;Facturado;16573
SO623;29/10/2020;;10/11/2020;;Cliente4;Carlos;Equipo Oriente;48972700;9304813;58277513;Pedido de venta;Facturado;22778
SO794;30/10/2020;;10/11/2020;;Cliente13;Enrique;Equipo Sur;99779350;18958077;118737427;Pedido de venta;Facturado;46409
SO624;31/10/2020;;8/11/2020;;Cliente7;Ricardo;Equipo Sur;51376400;9761516;61137916;Pedido de venta;Facturado;23896
